nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT00275028,completed,,1,phase 2,"['fallopian tube cancer', 'primary peritoneal serous adenocarcinoma', 'recurrent ovarian epithelial cancer', 'stage i ovarian epithelial cancer', 'stage ii ovarian epithelial cancer']","[""['C57.00', 'C57.01', 'C57.02']"", ""['C22.0', 'C22.1', 'C4A.9', 'C7B.1', 'D09.9', 'C4A.0', 'C4A.31']"", ""['H18.523', 'H18.521', 'H18.522', 'H18.529']"", ""['H18.523', 'H18.521', 'H18.522', 'H18.529']""]",['cediranib maleate'],['COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1'],"[0.27972038634083896, 0.08264429457043779, 0.19210097972673235, 0.01786004407512487, 0.06831496739712042, 0.0055068623812850005, -0.05229776933631801, 0.04980470358861381, -0.006570437906021058, 0.021718162960669602, -0.1044074793912975, 0.0862595871269337, 0.0637259190921575, 0.153683121100821, -0.10706515065263655, -0.039973663419195386, -0.002944671963611137, -0.060599742134839596, 0.23491130412531266, -0.11509228996431534, 0.21880702901176768, -0.08062718531502289, -0.08226782583274686, -0.021191972452807246, 0.03690783242415656, 0.064625498764078, 0.001935856737598167, -0.025746552061118567, 0.002076613268354411, 0.00694469676930772, -0.060914368546028295, 0.0022392625632650202, -0.007444499354362405, 0.07881371639766363, 0.00250902694451, 0.04219741997993516, 0.028776231326187368, -0.07705719802003767, 0.014304557450675857, 0.026686499747883636, 0.007692864906510469, 0.015493757216810755, -0.01853016391904586, 0.007657697303873537, 0.017860379643450504, -0.00029502974354118325, 0.00954973156689697, -0.05986207345480614, -0.014140986722208395, 0.0179875758385853]"
NCT00275652,completed,,1,phase 3,"['hepatitis b', 'cirrhosis']","[""['B18.0', 'B18.1', 'B19.10', 'B19.11', 'B17.0', 'B16.0', 'B16.1']"", ""['K74.3', 'K74.4', 'K74.5', 'K74.60', 'K74.69', 'P78.81', 'K70.30']""]",['ldt (telbivudine) and lamivudine'],['NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1'],"[-0.0959173586351312, -0.08091459843490215, -0.018203087190526965, 0.033046461601316315, -0.07944311908909366, 0.05337903055794846, -0.03180851065464439, -0.03035372767369069, -0.0366782719746634, -0.02017097158637089, -0.02744540369402742, 0.014582122429179407, -0.0384882121335158, -0.005776493242105199, 0.00602178757372848, -0.008504353704732346, 0.03244387923013202, -0.0012372557603642087, 0.03746113004985444, -0.005769752935507372, -0.027297419692742825, 0.036023484240956596, -0.02311018492215657, 0.01659149895236191, -0.024318311948984577, 0.01133383409489232, 0.025265513468058432, -0.009185486389726803, 0.048490744097689914, -0.0168239429800948, -0.026848929061292097, 0.08139826184381274, 0.03643294486174509, -0.025974573600257712, -0.01470668850740356, 0.0241565150364745, 0.01437940472319745, 0.024851861566360246, 0.06901884131525235, -0.01168751016340527, 0.026126172625903228, 0.04081839607885015, 0.009381225543223149, -0.032361048211990553, -0.016998624743322744, -1.2557535838536582e-06, 0.007490037547126564, -0.00543324976670282, 0.006611768692166728, -0.005692987629750618]"
NCT00279240,completed,,1,phase 1,['diabetes'],"[""['E23.2', 'N25.1', 'P70.2', 'O24.92', 'Z83.3', 'Z86.32', 'E10.65']""]",['metformin'],['CSCC[C@H](N)C(O)=O'],"[-0.07298629927025066, -0.08310871337811356, -0.017539562466517385, -0.01558489571477813, -0.026253436347527682, 0.03735198858926552, -0.044339061573448926, 0.001987795969055517, -0.01093310625464348, 0.026230806284581937, -0.01565188859959441, 0.009771275873667083, -0.028094556759481172, 0.05558990522324275, -0.0018964087470311128, 0.04812500975830847, -0.04283991886495382, 0.009177536418123508, -0.0554252519481635, -0.006329997072875538, 0.004005659681969723, 0.01845950089832103, -0.06811026944860005, -0.01621467303298002, 0.03723087645303323, 0.08641133374463975, -0.015053470646111946, -0.021233945199867543, 0.01352356872558812, -0.0016276422797671247, 0.013163061071356572, 0.008479342229496086, 0.00810531393875873, -0.03321413218254833, 0.00755743750659624, -0.0076832955802496215, 0.024132981944174643, 0.010582224490850575, 0.019441777323069263, -0.010301094343216284, -0.0008420065648076798, 0.07763824307430044, 0.06004569106520634, -0.0013542591591585052, -0.008795265079737366, -0.03334616647914153, -0.03853086142153893, 0.009176355363938656, 0.015905690476726745, -0.008564772495177595]"
NCT00279760,completed,,1,phase 1/phase 2,['rheumatoid arthritis'],"[""['M06.9', 'M05.9', 'M06.08', 'M06.00', 'M06.011', 'M06.012', 'M06.019']""]","['belatacept', 'abatacept']",['[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O'],"[-0.07385487276902061, -0.07428536720164255, -0.03228887266748502, 0.0006737334301416605, -0.06062404352587127, -0.03086586345088696, 0.05942546028143427, -0.03960983806680403, -0.008642975618955197, -0.04372964904407971, 0.04990699936710096, 0.01547422817706739, 0.037304069045588376, -0.057075135554073654, -0.045497790159247306, 0.055437609062426806, 0.06474553174074327, -0.08923110097149954, 0.003303362132488645, -0.000318938919434935, -0.010232095888154154, -0.015370339157492141, 0.057496534783961814, -0.059888935397796536, 0.06120484174363994, 0.15117749288513627, -0.05352236339965867, -0.010073671327970315, -0.10663696654221347, -0.11031842971559173, -0.09301147263620452, 0.047569295272792925, -0.02056358681277094, -0.040645640527235904, -0.0478691068602796, -0.08923870043174728, -0.11522843381087196, -0.04366040704204682, 0.015098334922055649, 0.07830665430986147, 0.013071603433425946, 0.10643926690336988, 0.006032261953669722, 0.01468016522521321, -0.09901767209284365, -0.09175443424395285, 0.0859652602211816, 0.0720074302195441, -0.027538369256145723, -0.06945622835920037]"
NCT00280566,completed,,1,phase 3,"['bipolar mania', 'bipolar disorder']","[""['F31.81', 'F31.89', 'F31.9', 'F25.0', 'F31.0', 'F31.31', 'F31.32']""]","['placebo', 'ziprasidone oral capsule']","['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', 'ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1']","[-0.14306417334858343, -0.1839697513457927, 0.06749598048237662, 0.1907997778599754, 0.23859883839863402, -0.21892987575551232, -0.10682477454519781, 0.10766000284389629, 0.03302044260482247, -0.1443999223495574, 0.02913113691356813, 0.007354508404217798, 0.02484526695563218, -0.029599836953326835, 0.012291602804910859, -0.03369680956241482, -0.005647944021998871, 0.03500153243351896, -0.014210831251713444, -0.08596475014628668, -0.052439899065789296, 0.036157605214089915, -0.029209421112063, 0.01971736500752938, -0.03925416315058157, -0.03993839744201656, 0.0333942284473599, 0.01797023017653509, -0.015664865106015204, -0.008008794287126378, -0.060455210731929755, 0.024568524417752854, -0.06098891481136677, -0.034713136400347955, 0.0002968808954500345, 0.08379883823185572, -0.03076720402693875, -0.048440973829385024, 0.025218170971431746, 0.05271872771393575, -0.03805499502361419, -0.04850513857563405, -0.06992999538619625, -0.060851372658688965, -0.056870057207744004, -0.05195367744932354, 0.02906695545708136, 0.02172281324536677, -0.013864348108561233, 0.005112460040488013]"
NCT00281320,completed,,1,phase 3,['psychosis'],"[""['F53.1', 'F29']""]",['asenapine'],['OC(=O)\\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1'],"[-0.1545458690956865, -0.09873255991101057, -0.04332820336380309, 0.1330827250424289, 0.09965953328078592, 0.00923811414693635, -0.046129412771510725, 0.046694469148192995, 0.09746192790640663, -0.039287186421898844, 0.0060259387182549735, -0.011289487909100773, 0.003486674065336759, 0.0014475945676200356, 0.0007743383413979655, -0.027178504251659845, 0.020613130150876954, 0.0024068804658571954, 0.01984828288790657, -0.024176106973153776, -0.01801231275447933, -0.01850943591422646, 0.013300864958201564, 0.02109959950475063, -0.002505531426898901, -0.009330628402151504, 0.004419476189524743, -0.01827081213160931, -0.013582973078664334, -0.00508803912946905, 0.042552553561554296, 0.022371102337094745, -0.024953102394268022, 0.03106804732104001, -0.018914191774976555, -0.018317439480230187, -0.028798088887848426, -0.0029354590254480582, -0.05359247359810841, 0.004888712135197261, -0.012744738691804688, -0.02325713424089847, 0.032122297340777914, -0.013895236169572767, 0.0190385868274164, -0.05293265854979172, 0.011797423145849294, -0.04717701144117828, -0.00770700597669185, 0.043590730770482936]"
NCT00282984,completed,,1,phase 3,['smoking cessation'],"[""['Y36.881S', 'Y36.891S', 'Y36.880S', 'Y36.881A', 'Y36.881D', 'Y36.890S', 'Y36.891A']""]","['placebo', 'varenicline']","['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O', '[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21']","[-0.10927815550077655, 0.0351028337665727, -0.053999353872133934, -0.04438498272417403, -0.126886351150937, -0.20354548216037588, 0.05599213760219766, -0.001831494674079514, 0.022297883989768497, -0.12586765719759402, -0.1347388277265012, 0.002360378576739522, 0.11337955006968672, 0.09776986551964015, 0.13007332810136288, -0.05001516657024256, 0.09972347318851445, -0.0927545241157413, 0.008931267038476886, 0.036112895038958384, 0.09584508106311387, 0.24574357521820347, 0.07714183269251824, 0.04361755766970526, -0.043957316839642935, -0.008945327205401615, 0.05659543168992034, -0.08925488179292425, 0.022844458696769366, 0.005081890318848139, 0.04310901611707479, -0.0037943647545335855, -0.001003074244096118, -0.04935608592861294, 0.006639767793723132, -0.007358072797275028, -0.003584070677255396, -0.016670030035663926, -0.028561373576085645, -0.0132209358859421, 0.0502931913243607, 0.021910276307044663, -0.003609476444743637, -0.005078867624069177, -0.0057378002983832456, 0.011852591019154207, -0.01749506630194566, 0.012970645300001516, 0.0031244873154799508, -0.027796661651587368]"
NCT00283946,completed,,1,phase 3,"['sleep initiation and maintenance disorders', 'sleep disorders']","[""['Y93.E9', 'Y93.H9']"", ""['G47.9', 'G47.21', 'G47.22', 'G47.23', 'G47.52', 'G47.29', 'G47.20']""]","['zolpidem mr', 'zolpidem']","['CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1', 'CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1']","[-0.09596762823006469, -0.1502527414144867, -0.01288456601101486, 0.05404276387991484, -0.007483320251904768, 0.050282870770202534, -0.003080785364133371, -0.024474489297960207, 0.044606779797182354, 0.0025171737380544927, -0.031239190190324923, -0.008005421442077968, -0.006357495164074784, 0.0072537181468438575, -0.021214442441666082, 0.00339033789126635, 0.01259121427582044, -0.02769744127520629, -0.0016023941880874894, -0.019251996274911122, 0.0018690337604609635, -0.002629669856062636, -0.002059223609999209, -0.01308244808722415, -0.028293472583880253, 0.0016314605191571894, -0.012010232122288909, -0.013729150085570824, -0.027046883698563774, 0.013689575132507644, 0.010768459420284359, -0.008774514939970845, -0.023293675538974504, -0.009585683920036388, -0.011969982628960344, -0.012595989140492139, -0.028816690604994033, 0.006943515786553287, -0.005951818967660456, 0.03270149284148471, -0.017417071772879315, 0.003894142432772667, 0.0007144006443895318, -0.008296830566758118, 0.012536777030210722, 0.008506758369862607, -0.031154460516648646, -0.023775569121124652, 0.02383291196429358, 0.007120553004338963]"
NCT00284258,completed,,1,phase 2/phase 3,['colorectal cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['cpt-11 and ts-1', 'cpt-11, 5-fu and l-lv']","['CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12', 'FC1=CNC(=O)NC1=O']","[0.13495137814293326, -0.09332339153312716, -0.1080055919707589, 0.059020258714101936, -0.027021277510322007, 0.009815103121319137, 0.06973586449180989, 0.05063226664288771, 0.021388534181088395, -0.01151382562539894, 0.004917109508750051, 0.029768038746547498, -0.04201732542612874, 0.027564305888003977, 0.0007914603621910661, 0.026432740970036717, 0.0070891717095600895, 0.006506722504542328, -0.02027101369679073, -0.046330031627046804, -0.026754133374946875, -0.0034530272645165658, -0.005915430915790766, -0.010815663983189389, 0.005058350483664996, 0.0017179942016253363, -0.027465090544362608, 0.011918764292375745, 0.04160934601979141, 0.006218379322499651, 0.02005153156851319, -0.03399842531333684, 0.00441888050337233, 0.018211758449057938, -0.0075404061164090885, 0.015309983324983567, 0.03288522271729627, 0.0018718600093305538, -0.04608565700419013, -0.026807099651993398, 0.023043567887254493, -0.02189989947224283, 0.012135459531476097, -0.031094889282131673, -0.060491485223263496, 0.02300906341897896, 0.018495303451661657, -0.01210348632404257, -0.020948852139192935, 0.025754247849475213]"
NCT00285402,unknown status,,0,phase 2,"['migraine', 'migraine headache', 'migraine disorders', 'migraine with aura', 'migraine without aura']","[""['G43.B1', 'G43.D1', 'G43.B0', 'G43.D0', 'G43.A1', 'G43.411', 'G43.419']"", ""['G43.B1', 'G43.D1', 'G43.B0', 'G43.D0', 'G43.A1', 'G43.411', 'G43.419']"", ""['G43.B1', 'G43.D1', 'G43.B0', 'G43.D0', 'G43.A1', 'G43.411', 'G43.419']"", ""['G43.111', 'G43.011', 'G43.119', 'G43.101', 'G43.001', 'G43.109', 'G43.711']""]","['ast-726 low dose', 'ast-726 high dose', 'ast-726 placebo']",['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O'],"[-0.1265685896859406, -0.0640496964777668, -0.030833515996377975, -0.012198488090200302, -0.007564543172809074, -0.011351363894921659, 0.01870917550383088, -0.016910193276112744, 0.014103199846779896, 0.0287192234330439, -0.0063086348815200475, 6.992785337383637e-05, 0.024105140210260716, -0.013597854340540907, 0.007946118158775684, 0.12051337977428622, -0.052773128849974406, -0.014223794399683312, 0.027445760821625066, 0.04113337661231446, 0.059459177685155976, -0.03361200241241573, 0.016664691626212837, -0.02037014439318452, -0.01232778808211855, -0.011387722055434481, -0.03682501532691061, 0.007521786406244274, 0.04834988449079386, 0.00362568757526333, 0.043304287601156906, -0.04010248155259496, -0.0050225356279039665, -0.009981023686761768, 0.00639521416554247, -0.09275534169812127, -0.008289031944553965, 0.01937269169139584, -0.062142298519719086, -0.009671542085499432, 0.10852237891082957, -0.005524452168986274, 0.043519874605850065, 0.08043767277291014, -0.020677848150198373, 0.0018946189626911983, -0.028898687713279893, -0.02579109646424154, 0.010277465669832921, -0.11852642115074803]"
NCT00287729,completed,,0,phase 3,['idiopathic pulmonary fibrosis'],"[""['J84.112']""]","['pirfenidone', 'placebo']","['CC1=CN(C(=O)C=C1)C1=CC=CC=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.06277927966472152, -0.0788701486922306, 0.0015009447332377007, -0.05095591137286578, -0.025561674474565442, 0.0204215886617864, 0.039022545173392056, -0.03261877844546664, -0.020355679323159154, -0.03818714973870323, -0.013923680776342864, -0.15219113837091724, 0.05069365695900545, 0.052270180283938705, 0.013040208725106372, 0.03125476876981732, -0.05973190681193574, 0.007756089722347222, 0.05132573829612223, 0.028152271016062318, -0.056778146274385356, 3.1994162359925274e-05, 0.004835439770097398, 0.02802713817427941, 0.013766732727871994, -0.043407066835671484, -0.027432111862762308, -0.02848514575771142, -0.00015052334432403143, -0.03518761787825206, -0.06679912715455082, 0.03169000413071223, 0.006513666392366671, 0.04196221734601017, 0.022924690685704775, -0.05477832563766001, -0.014580848612571879, -0.010534686201295575, -0.00034432385106443334, 0.04270443439171693, -0.009910303233372563, -0.017635136195791594, -0.005817081422333561, 0.024105858026378876, -0.02594105970451699, -0.0423661590806977, 0.047004641963057404, -0.04520175290820876, -0.006404654662504334, 0.03216060921001391]"
NCT00288236,completed,,1,phase 3,['type 2 diabetes mellitus'],"[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['rimonabant (sr141716)', 'placebo']","['CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.14841041372210323, 0.13093655585049674, -0.006633308402809732, -0.2350742318401625, 0.040741745489785805, -0.03081480491206474, 0.1494709676002372, 0.0581601350141855, -0.00423840178317839, -0.08540494741555682, 0.11567961139616885, 0.048625160010640746, -0.01079178639250399, 0.032311273174318776, 0.007311800372400907, -0.012856846181921264, 0.003993825555096777, 0.07805492428477788, -0.06472469740999066, -0.02903185890866821, 0.12213426251825912, -0.018180812279647622, -0.03294014924705182, -0.05032901679208444, -0.056034873819139554, 0.00012818638956486883, 0.0052559309093591425, 0.0404364598093473, 0.081846240797643, 0.020568287033249567, 0.04046721301367261, -0.019143245009435227, 0.024172998966913748, -0.013709344465429252, -0.051680345288641405, 0.03223855976097577, -0.015736977051882785, 0.02133072782900646, -0.011924396148281613, 0.006237996041776714, -0.015681821465197983, -0.032778494811429894, 0.025656165697119232, 0.007891228994712327, -0.027017899190865446, 0.02011433037148122, 0.00512536444379139, 0.010656733271207603, -0.02142262790755684, -0.010730104380571303]"
NCT00289848,completed,,1,phase 3,['type 2 diabetes mellitus'],"[""['E11.65', 'E11.9', 'E11.21', 'E11.36', 'E11.41', 'E11.42', 'E11.44']""]","['sitagliptin phosphate', 'comparator: placebo']","['N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F', 'CN(C)C(=N)NC(N)=N']","[-0.08152028794429819, -0.24462001262312097, 0.10200119648683345, -0.25044797554972403, -0.04808594374004164, 0.07239315733886587, -0.003319341284928888, 0.1642798647925568, 0.0870128613508812, -0.05875288600900491, 0.09470307022401019, 0.34216515460003316, -0.05890041836179033, 0.002267037675926915, 0.019251385150178997, -0.2434311361268323, -0.056622734310482745, -0.07803660782667485, 0.07837922436922412, 0.09659603394802098, -0.03485041265922871, 0.005827176170665532, -0.022963517379431114, 0.18560719898821892, -0.08667478105192367, -0.18921989452399957, -0.08000632826391949, 0.10643192499865015, 0.009364237637526352, 0.06246549238709713, -0.005062535410752347, -0.021934688003858116, 0.007895584226138947, 0.003952467793773918, -0.11445104956168746, -0.06299025585954685, -0.012749165295528702, 0.006729780587363754, -0.12202472785052598, 0.016492436173792095, -0.11114487184448948, -0.012810818784369443, -0.008432939788806507, -0.04973586193286633, -0.05162404727350071, -0.18869631125083913, -0.10221998925281399, 0.04771802156024409, -0.07746253359207018, -0.028379521469317437]"
NCT00289978,completed,,1,phase 3,['relapsing-remitting multiple sclerosis'],"[""['G35', 'G93.81', 'K74.1', 'Q85.1', 'G12.21', 'G12.23', 'M34.0']""]","['fingolimod 1.25 mg', 'fingolimod 0.5 mg', 'placebo']","['CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1', 'CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.05361674745578252, -0.16165006876792787, 0.07042916297943122, 0.012006123427698584, -0.012163965885481244, 0.03739708334677981, 0.03385165643790303, -0.02085682873304681, -0.027781725437936916, -0.030977521526453944, -0.03786485783289917, -0.011838850973103108, -0.015376336401377939, -0.028262336813870935, 0.004140268704513774, -0.03797071852238031, 0.040560765145287954, 0.023663436560285942, 0.011219146335476379, -0.004238213645252692, -0.027528286048853812, 0.03373878704448866, -0.018620186133592363, -0.010362118243316239, -0.00029632456949218853, -0.015119115470115208, -0.02550557245260433, 0.08331128818396125, 0.02063131900607713, -0.07678347558725299, 0.014735996144087642, 0.24074188009511968, -0.02458817655351924, 0.11688063717523094, -0.002392034181713911, -0.024369368743441318, -0.011357621234372787, 0.008373421771168097, -0.042020022458390406, -0.06240720829491649, 0.015420391873338093, 0.08876504296447256, -0.006044978078783691, 0.042461116836081524, 0.011703400725825175, 0.04278479093200549, -0.026316205068074482, 0.023074132659130102, 0.01657697620021862, -0.04642326018655004]"
