,studyid,trialOutcome,trialOutcome_label
2183,NCT00129623,"Completed, Positive outcome/primary endpoint(s) met",1
2185,NCT00129740,"Completed, Positive outcome/primary endpoint(s) met",1
2187,NCT00129870,"Terminated, Lack of efficacy",0
2191,NCT00129961,"Terminated, Poor enrollment",0
2192,NCT00129961,"Terminated, Safety/adverse effects",0
2193,NCT00129974,"Terminated, Poor enrollment",0
2194,NCT00130039,"Completed, Negative outcome/primary endpoint(s) not met",0
2195,NCT00130078,"Terminated, Lack of efficacy",0
2200,NCT00130312,"Terminated, Lack of efficacy",0
2205,NCT00130468,"Completed, Positive outcome/primary endpoint(s) met",1
2209,NCT00130533,"Completed, Negative outcome/primary endpoint(s) not met",0
2214,NCT00130832,"Completed, Positive outcome/primary endpoint(s) met",1
2216,NCT00130923,"Completed, Positive outcome/primary endpoint(s) met",1
2221,NCT00131326,"Completed, Positive outcome/primary endpoint(s) met",1
2224,NCT00131469,"Completed, Positive outcome/primary endpoint(s) met",1
2232,NCT00131924,"Terminated, Poor enrollment",0
2236,NCT00132158,"Terminated, Poor enrollment",0
2237,NCT00132184,"Completed, Negative outcome/primary endpoint(s) not met",0
2238,NCT00132301,"Completed, Negative outcome/primary endpoint(s) not met",0
2240,NCT00132418,"Terminated, Poor enrollment",0
2243,NCT00132522,"Completed, Positive outcome/primary endpoint(s) met",1
2244,NCT00132665,"Completed, Early positive outcome",1
2251,NCT00132808,"Completed, Positive outcome/primary endpoint(s) met",1
2255,NCT00132951,"Terminated, Poor enrollment",0
2259,NCT00133302,"Terminated, Lack of efficacy",0
2260,NCT00133328,"Completed, Early positive outcome",1
2261,NCT00133432,"Terminated, Poor enrollment",0
2264,NCT00134030,"Completed, Negative outcome/primary endpoint(s) not met",0
2265,NCT00134043,"Terminated, Lack of efficacy",0
2266,NCT00134056,"Terminated, Lack of efficacy",0
2267,NCT00134069,"Terminated, Lack of efficacy",0
2281,NCT00134719,"Completed, Positive outcome/primary endpoint(s) met",1
2282,NCT00134732,"Completed, Positive outcome/primary endpoint(s) met",1
2284,NCT00134810,"Completed, Positive outcome/primary endpoint(s) met",1
2292,NCT00135226,"Completed, Negative outcome/primary endpoint(s) not met",0
2294,NCT00135356,"Completed, Negative outcome/primary endpoint(s) not met",0
2300,NCT00135551,"Completed, Negative outcome/primary endpoint(s) not met",0
2311,NCT00136604,"Completed, Positive outcome/primary endpoint(s) met",1
2313,NCT00136903,"Completed, Positive outcome/primary endpoint(s) met",1
2316,NCT00136942,"Completed, Positive outcome/primary endpoint(s) met",1
2320,NCT00137371,"Completed, Positive outcome/primary endpoint(s) met",1
2321,NCT00137410,"Completed, Negative outcome/primary endpoint(s) not met",0
2323,NCT00137605,"Completed, Positive outcome/primary endpoint(s) met",1
2325,NCT00137761,"Terminated, Lack of efficacy",0
2331,NCT00138008,"Completed, Positive outcome/primary endpoint(s) met",1
2332,NCT00138034,"Completed, Early positive outcome",1
2335,NCT00138294,"Completed, Positive outcome/primary endpoint(s) met",1
2337,NCT00138658,"Completed, Positive outcome/primary endpoint(s) met",1
2340,NCT00138840,"Terminated, Lack of efficacy",0
2342,NCT00138918,"Completed, Negative outcome/primary endpoint(s) not met",0
2343,NCT00139074,"Terminated, Poor enrollment",0
2345,NCT00139295,"Completed, Negative outcome/primary endpoint(s) not met",0
2346,NCT00139334,"Completed, Positive outcome/primary endpoint(s) met",1
2347,NCT00139347,"Completed, Positive outcome/primary endpoint(s) met",1
2355,NCT00139776,"Completed, Positive outcome/primary endpoint(s) met",1
2360,NCT00139971,"Completed, Negative outcome/primary endpoint(s) not met",0
2361,NCT00140010,"Completed, Positive outcome/primary endpoint(s) met",1
2362,NCT00140049,"Completed, Positive outcome/primary endpoint(s) met",1
2364,NCT00140257,"Terminated, Poor enrollment",0
2365,NCT00140413,"Completed, Positive outcome/primary endpoint(s) met",1
2370,NCT00140595,"Completed, Positive outcome/primary endpoint(s) met",1
2372,NCT00140660,"Terminated, Poor enrollment",0
2373,NCT00140673,"Completed, Positive outcome/primary endpoint(s) met",1
2374,NCT00140686,"Completed, Positive outcome/primary endpoint(s) met",1
2378,NCT00140855,"Terminated, Poor enrollment",0
2381,NCT00141102,"Completed, Positive outcome/primary endpoint(s) met",1
2383,NCT00141128,"Completed, Positive outcome/primary endpoint(s) met",1
2384,NCT00141141,"Completed, Positive outcome/primary endpoint(s) met",1
2391,NCT00141518,"Completed, Positive outcome/primary endpoint(s) met",1
2402,NCT00141921,"Completed, Positive outcome/primary endpoint(s) met",1
2407,NCT00142389,"Completed, Positive outcome/primary endpoint(s) met",1
2415,NCT00143416,"Completed, Positive outcome/primary endpoint(s) met",1
2421,NCT00143728,"Terminated, Poor enrollment",0
2424,NCT00144014,"Completed, Positive outcome/primary endpoint(s) met",1
2425,NCT00144066,"Completed, Negative outcome/primary endpoint(s) not met",0
2426,NCT00144105,"Terminated, Safety/adverse effects",0
2429,NCT00144300,"Completed, Negative outcome/primary endpoint(s) not met",0
2431,NCT00144378,"Terminated, Poor enrollment",0
2434,NCT00144508,"Completed, Positive outcome/primary endpoint(s) met",1
2436,NCT00144534,"Completed, Positive outcome/primary endpoint(s) met",1
2437,NCT00144547,"Completed, Positive outcome/primary endpoint(s) met",1
2440,NCT00144612,"Completed, Positive outcome/primary endpoint(s) met",1
2441,NCT00144625,"Completed, Positive outcome/primary endpoint(s) met",1
2442,NCT00144651,"Completed, Positive outcome/primary endpoint(s) met",1
2446,NCT00144755,"Completed, Positive outcome/primary endpoint(s) met",1
2447,NCT00144807,"Completed, Positive outcome/primary endpoint(s) met",1
2448,NCT00144833,"Terminated, Poor enrollment",0
2449,NCT00144859,"Completed, Negative outcome/primary endpoint(s) not met",0
2450,NCT00144872,"Completed, Positive outcome/primary endpoint(s) met",1
2453,NCT00144989,"Completed, Negative outcome/primary endpoint(s) not met",0
2455,NCT00145145,"Terminated, Poor enrollment",0
2464,NCT00145574,"Completed, Positive outcome/primary endpoint(s) met",1
2467,NCT00145769,"Completed, Negative outcome/primary endpoint(s) not met",0
2468,NCT00145795,"Terminated, Poor enrollment",0
2470,NCT00145886,"Terminated, Poor enrollment",0
2477,NCT00146276,"Terminated, Poor enrollment",0
2482,NCT00146809,"Completed, Negative outcome/primary endpoint(s) not met",0
2483,NCT00147004,"Completed, Negative outcome/primary endpoint(s) not met",0
2488,NCT00147316,"Completed, Positive outcome/primary endpoint(s) met",1
2495,NCT00147563,"Completed, Negative outcome/primary endpoint(s) not met",0
2497,NCT00147602,"Completed, Positive outcome/primary endpoint(s) met",1
2503,NCT00148018,"Terminated, Lack of efficacy",0
2507,NCT00148252,"Terminated, Safety/adverse effects",0
2509,NCT00148408,"Completed, Negative outcome/primary endpoint(s) not met",0
2514,NCT00148707,"Terminated, Safety/adverse effects",0
2520,NCT00148915,"Completed, Positive outcome/primary endpoint(s) met",1
2521,NCT00148928,"Completed, Positive outcome/primary endpoint(s) met",1
2524,NCT00149162,"Completed, Negative outcome/primary endpoint(s) not met",0
2527,NCT00149227,"Completed, Early positive outcome",1
2535,NCT00149994,"Completed, Negative outcome/primary endpoint(s) not met",0
2536,NCT00150007,"Completed, Positive outcome/primary endpoint(s) met",1
2537,NCT00150020,"Completed, Positive outcome/primary endpoint(s) met",1
2538,NCT00150085,"Completed, Positive outcome/primary endpoint(s) met",1
2540,NCT00150267,"Completed, Positive outcome/primary endpoint(s) met",1
2548,NCT00150748,"Completed, Positive outcome/primary endpoint(s) met",1
2549,NCT00150761,"Completed, Negative outcome/primary endpoint(s) not met",0
2552,NCT00150826,"Completed, Positive outcome/primary endpoint(s) met",1
2555,NCT00151125,"Completed, Positive outcome/primary endpoint(s) met",1
2565,NCT00151437,"Completed, Positive outcome/primary endpoint(s) met",1
2573,NCT00151762,"Completed, Positive outcome/primary endpoint(s) met",1
2579,NCT00152217,"Completed, Positive outcome/primary endpoint(s) met",1
2585,NCT00152815,"Terminated, Poor enrollment",0
2590,NCT00153062,"Completed, Negative outcome/primary endpoint(s) not met",0
2591,NCT00153101,"Completed, Positive outcome/primary endpoint(s) met",1
2593,NCT00153803,"Terminated, Poor enrollment",0
2596,NCT00153972,"Completed, Negative outcome/primary endpoint(s) not met",0
2599,NCT00154141,"Completed, Positive outcome/primary endpoint(s) met",1
2600,NCT00154180,"Completed, Negative outcome/primary endpoint(s) not met",0
2601,NCT00154206,"Completed, Positive outcome/primary endpoint(s) met",1
2602,NCT00154232,"Completed, Positive outcome/primary endpoint(s) met",1
2606,NCT00154297,"Completed, Positive outcome/primary endpoint(s) met",1
2607,NCT00154310,"Completed, Positive outcome/primary endpoint(s) met",1
2608,NCT00154388,"Completed, Positive outcome/primary endpoint(s) met",1
2609,NCT00154427,"Terminated, Lack of efficacy",0
2626,NCT00156715,"Completed, Positive outcome/primary endpoint(s) met",1
2627,NCT00156819,"Completed, Positive outcome/primary endpoint(s) met",1
2629,NCT00156910,"Completed, Positive outcome/primary endpoint(s) met",1
2633,NCT00156975,"Terminated, Poor enrollment",0
2634,NCT00157131,"Completed, Positive outcome/primary endpoint(s) met",1
2635,NCT00157157,"Completed, Positive outcome/primary endpoint(s) met",1
2638,NCT00157261,"Terminated, Lack of efficacy",0
2640,NCT00157378,"Completed, Positive outcome/primary endpoint(s) met",1
2643,NCT00157586,"Completed, Negative outcome/primary endpoint(s) not met",0
2644,NCT00157872,"Completed, Positive outcome/primary endpoint(s) met",1
2646,NCT00157924,"Completed, Positive outcome/primary endpoint(s) met",1
2647,NCT00157963,"Completed, Positive outcome/primary endpoint(s) met",1
2648,NCT00157976,"Terminated, Poor enrollment",0
2653,NCT00158678,"Terminated, Poor enrollment",0
2658,NCT00159016,"Terminated, Safety/adverse effects",0
2661,NCT00159107,"Completed, Negative outcome/primary endpoint(s) not met",0
2662,NCT00159120,"Completed, Positive outcome/primary endpoint(s) met",1
2665,NCT00159224,"Terminated, Poor enrollment",0
2674,NCT00159575,"Terminated, Poor enrollment",0
2676,NCT00159666,"Completed, Positive outcome/primary endpoint(s) met",1
2679,NCT00159757,"Terminated, Poor enrollment",0
2688,NCT00160121,"Completed, Positive outcome/primary endpoint(s) met",1
2689,NCT00160134,"Completed, Negative outcome/primary endpoint(s) not met",0
2690,NCT00160147,"Terminated, Poor enrollment",0
2692,NCT00160225,"Completed, Negative outcome/primary endpoint(s) not met",0
2694,NCT00160342,"Completed, Positive outcome/primary endpoint(s) met",1
2696,NCT00160524,"Completed, Positive outcome/primary endpoint(s) met",1
2700,NCT00160641,"Completed, Positive outcome/primary endpoint(s) met",1
2701,NCT00160654,"Completed, Positive outcome/primary endpoint(s) met",1
2702,NCT00160693,"Completed, Positive outcome/primary endpoint(s) met",1
2703,NCT00160706,"Completed, Positive outcome/primary endpoint(s) met",1
2710,NCT00161655,"Completed, Positive outcome/primary endpoint(s) met",1
2712,NCT00161785,"Completed, Positive outcome/primary endpoint(s) met",1
2714,NCT00161967,"Completed, Positive outcome/primary endpoint(s) met",1
2716,NCT00162110,"Terminated, Poor enrollment",0
2720,NCT00162253,"Terminated, Safety/adverse effects",0
2722,NCT00162500,"Completed, Positive outcome/primary endpoint(s) met",1
2727,NCT00162669,"Completed, Positive outcome/primary endpoint(s) met",1
2729,NCT00162721,"Terminated, Poor enrollment",0
2733,NCT00162851,"Completed, Positive outcome/primary endpoint(s) met",1
2735,NCT00162942,"Completed, Positive outcome/primary endpoint(s) met",1
2736,NCT00162968,"Completed, Positive outcome/primary endpoint(s) met",1
2737,NCT00163046,"Completed, Positive outcome/primary endpoint(s) met",1
2742,NCT00163189,"Completed, Positive outcome/primary endpoint(s) met",1
2743,NCT00163215,"Completed, Positive outcome/primary endpoint(s) met",1
2748,NCT00163657,"Completed, Negative outcome/primary endpoint(s) not met",0
2751,NCT00164099,"Terminated, Poor enrollment",0
2756,NCT00165490,"Terminated, Poor enrollment",0
2762,NCT00165724,"Completed, Positive outcome/primary endpoint(s) met",1
2763,NCT00165750,"Terminated, Poor enrollment",0
2772,NCT00166504,"Completed, Positive outcome/primary endpoint(s) met",1
2773,NCT00166517,"Completed, Positive outcome/primary endpoint(s) met",1
2774,NCT00166530,"Completed, Positive outcome/primary endpoint(s) met",1
2777,NCT00166712,"Terminated, Lack of efficacy",0
2779,NCT00166725,"Terminated, Poor enrollment",0
2783,NCT00167492,"Terminated, Poor enrollment",0
2798,NCT00168428,"Completed, Positive outcome/primary endpoint(s) met",1
2799,NCT00168441,"Completed, Negative outcome/primary endpoint(s) not met",0
2801,NCT00168467,"Completed, Positive outcome/primary endpoint(s) met",1
2802,NCT00168558,"Completed, Positive outcome/primary endpoint(s) met",1
2803,NCT00168597,"Completed, Negative outcome/primary endpoint(s) not met",0
2806,NCT00168727,"Terminated, Poor enrollment",0
2807,NCT00168753,"Completed, Positive outcome/primary endpoint(s) met",1
2808,NCT00168766,"Completed, Negative outcome/primary endpoint(s) not met",0
2809,NCT00168792,"Terminated, Lack of efficacy",0
2818,NCT00169156,"Completed, Negative outcome/primary endpoint(s) not met",0
2820,NCT00169195,"Completed, Positive outcome/primary endpoint(s) met",1
2823,NCT00169455,"Completed, Positive outcome/primary endpoint(s) met",1
2826,NCT00169858,"Completed, Positive outcome/primary endpoint(s) met",1
2828,NCT00169962,"Completed, Negative outcome/primary endpoint(s) not met",0
2837,NCT00170820,"Completed, Positive outcome/primary endpoint(s) met",1
2839,NCT00170885,"Completed, Positive outcome/primary endpoint(s) met",1
2841,NCT00170950,"Terminated, Lack of efficacy",0
2845,NCT00171054,"Completed, Negative outcome/primary endpoint(s) not met",0
2848,NCT00171106,"Completed, Negative outcome/primary endpoint(s) not met",0
2849,NCT00171119,"Terminated, Poor enrollment",0
2854,NCT00171275,"Terminated, Poor enrollment",0
2858,NCT00171431,"Terminated, Poor enrollment",0
2861,NCT00171613,"Terminated, Lack of efficacy",0
2866,NCT00171717,"Completed, Positive outcome/primary endpoint(s) met",1
2870,NCT00171847,"Terminated, Poor enrollment",0
2871,NCT00171899,"Terminated, Poor enrollment",0
2873,NCT00171925,"Terminated, Poor enrollment",0
2876,NCT00171977,"Completed, Positive outcome/primary endpoint(s) met",1
2877,NCT00172003,"Terminated, Poor enrollment",0
2882,NCT00172120,"Completed, Positive outcome/primary endpoint(s) met",1
2895,NCT00174460,"Completed, Positive outcome/primary endpoint(s) met",1
2896,NCT00174525,"Completed, Negative outcome/primary endpoint(s) not met",0
2899,NCT00174603,"Terminated, Poor enrollment",0
2903,NCT00174681,"Completed, Positive outcome/primary endpoint(s) met",1
2909,NCT00174824,"Completed, Positive outcome/primary endpoint(s) met",1
2921,NCT00175877,"Completed, Positive outcome/primary endpoint(s) met",1
2925,NCT00175929,"Completed, Negative outcome/primary endpoint(s) not met",0
2935,NCT00176475,"Terminated, Poor enrollment",0
2937,NCT00176501,"Terminated, Poor enrollment",0
2950,NCT00177424,"Terminated, Poor enrollment",0
2960,NCT00178763,"Terminated, Poor enrollment",0
2961,NCT00178763,"Terminated, Safety/adverse effects",0
2962,NCT00178854,"Terminated, Poor enrollment",0
2966,NCT00179413,"Completed, Positive outcome/primary endpoint(s) met",1
2967,NCT00179478,"Completed, Positive outcome/primary endpoint(s) met",1
2981,NCT00180830,"Terminated, Lack of efficacy",0
2983,NCT00180882,"Completed, Positive outcome/primary endpoint(s) met",1
2990,NCT00181766,"Completed, Positive outcome/primary endpoint(s) met",1
2991,NCT00181870,"Completed, Positive outcome/primary endpoint(s) met",1
2992,NCT00181896,"Terminated, Poor enrollment",0
2993,NCT00181948,"Completed, Positive outcome/primary endpoint(s) met",1
2994,NCT00182013,"Completed, Positive outcome/primary endpoint(s) met",1
3008,NCT00183261,"Terminated, Poor enrollment",0
3010,NCT00183469,"Completed, Positive outcome/primary endpoint(s) met",1
3014,NCT00183820,"Completed, Positive outcome/primary endpoint(s) met",1
3025,NCT00184028,"Terminated, Poor enrollment",0
3029,NCT00184587,"Completed, Negative outcome/primary endpoint(s) not met",0
3031,NCT00184717,"Completed, Positive outcome/primary endpoint(s) met",1
3032,NCT00184769,"Completed, Positive outcome/primary endpoint(s) met",1
3033,NCT00185094,"Completed, Negative outcome/primary endpoint(s) not met",0
3037,NCT00185237,"Completed, Positive outcome/primary endpoint(s) met",1
